Subject,Object
Groupama-FDJ,track cycling
GS Caltex Seoul KIXX,volleyball
Gunnevera,horse racing
Gyeongbuk Gimcheon Hi-pass,volleyball
Gyeongpo Ice Hall,short track speed skating
Győri ETO Futsal Club,futsal
Gáldar FS,futsal
Hands Oval,cricket
Harlequin F.C.,rugby
Helmut Recknagel,ski jumping
Helsinki Ice Hall,hockey
Herforder SV Borussia Friedenstal,association football
Hippodrome de Wallonie,harness racing
HP BTP–Auber 93,road bicycle racing
Hubert H. Humphrey Metrodome,American football
Huddersfield Giants,rugby league
Hull F.C.,rugby league
Hwaseong IBK Altos,volleyball
Iceland at the UEFA Euro 2016,association football
Iceland women's national football team,association football
IK Pantern,hockey
Incheon Heungkuk Life Pink Spiders,volleyball
Inter FS,association football
Inter FS,futbolito
Inter Milan,association football
Iran at the 1998 FIFA World Cup,association football
Iran at the FIFA World Cup,association football
Irish Gambit,chess
ISU Grand Prix of Figure Skating,figure skating
ISU Judging System,figure skating
Ivor Clay,cricket
İller Bankası Women's Volleyball,volleyball
İstanbul Cup,tennis
Japan at the 2018 FIFA World Cup,association football
Jasper Stuyven,bicycle road cycling
Johanneshov ice stadium,ice hockey
Juan José Lobato,bicycle road cycling
Karsten Golf Course,golf
Katowice Open,tennis
Kauffman Stadium,baseball
Kawartha Speedway,auto racing
KV Arena,hockey
KV Arena,ice hockey
Ladies Tour of Norway,road bicycle racing
Leeds Rhinos,rugby league
Leicester Tigers,rugby
Leigh Centurions,rugby league
Leis 26 Pontevedra FS,futsal
Lewis Hamilton,fia formula one world championship
Lexie Lou,horse racing
Ligue de Football Professionnel,association football
Linna Golf Club,golf
Linnahall,ice hockey
Lion's Cup,tennis
Lisitsin Gambit,chess
LJ Volley,volleyball
Lotto NL-Jumbo 2017,road bicycle racing
Lotto-Decca Tour,road bicycle racing
Luge at the 1994 Winter Olympics,artificial luge olympic luge
Lura IL,association football
Malaysian Open,tennis
Malmö Isstadion,badminton
Malmö Isstadion,figure skating
Malmö Isstadion,hockey
Manly-Warringah Sea Eagles,rugby league
Marianne Vos,bicycle road cycling
Marianne Vos,cyclo-cross
Marianne Vos,track bike
Marino Amadori,bicycle sport
Meadowlands Racetrack,harness racing
Metropolitan Stadium,association football
Mexico at the 2018 FIFA World Cup,association football
Miami Valley Golf Club,golf
Michał Kwiatkowski,bicycle road cycling
Michał Kwiatkowski,track bike
Mitchelton-Scott 2018,road bicycle racing
Monroe Golf Club,golf
More So,horse racing
Most Happy Fella,horse racing
Motoplex Speedway,auto racing
Mountaineer Field at Milan Puskar Stadium,American football
Movistar 2017,road bicycle racing
National Bank Cup,tennis
National Rugby League,rugby league
Netherlands women's national football team,association football
New Zealand National Road Race Championships,bicycle road cycling
New Zealand National Road Race Championships,road bicycle racing
New Zealand Warriors,rugby league
Newcastle Knights,rugby league
Nico Rosberg,lawn tennis
Nordic combined at the 1928 Winter Olympics,Nordic combined
Nordic combined at the 1932 Winter Olympics,Nordic combined
Nordic combined at the 1952 Winter Olympics,Nordic combined
Nordic combined at the 1960 Winter Olympics,Nordic combined
Nordic combined at the 1994 Winter Olympics,nordic combined
Nordic skiing at the 1994 Winter Olympics,nordic skiing
North Queensland Cowboys,rugby league
Norwegian Badminton Championships 2021,badminton
Norwegian Badminton Championships 2025,badminton
Norwegian Badminton Championships 2026,badminton
Norwegian Badminton Championships 2027,badminton
Nottingham Open,tennis
NXT TakeOver: Brooklyn III,professional wrestling
NXT TakeOver: New Orleans,professional wrestling
NXT TakeOver: San Antonio,professional wrestling
Odlum Brown Vancouver Open,tennis
Ohio State University Golf Club,golf
Olympia Eishalle,hockey
Olympia Eishalle,ice hockey
Oscar Performance,horse racing
Ostrava Aréna,ice hockey
Ottawa Hunt and Golf Club,curling
Ottawa Hunt and Golf Club,golf
Parramatta Eels,rugby league
patinoire de Caen la mer,ice hockey
patinoire de Mériadeck,ice hockey
patinoire René Froger,ice hockey
Pebble Beach Golf Links,golf
Penrith Panthers,rugby league
Peruvian Football Federation,association football
Pierre Molinéris,bicycle road cycling
Poland women's national football team,association football
Polish National Road Race Championships,bicycle road cycling
Polish National Road Race Championships,road bicycle racing
Portugal women's national football team,association football
Portuguese National Road Race Championships,road bicycle racing
PPG Paints Arena,ice hockey
Prestwick Golf Club,golf
Primera División de Futsal,futbolito
Punt Road Oval,cricket
RC Cannes,volleyball
Real Club de la Puerta de Hierro,golf
Republic of Ireland women's national football team,association football
RK Borec,handball
Robertson Oval,cricket
Romanian National Road Race Championships,road bicycle racing
Romuald Klim,athletics
Rowing at the 2016 Summer Olympics,competitive rowing
Rowing at the Asian Games,competitive rowing
Roy H,horse racing
Royal Adelaide Golf Club,golf
Royal Rumble,pro wrestling
Royal Troon Golf Club,golf
Rugby union at the 1900 Summer Olympics,rugby
Rugby union at the 1908 Summer Olympics,rugby
Russia at the 2018 FIFA World Cup,association football
Saint-Esteve XIII Catalan,rugby league
Salford Red Devils,rugby league
Samitar,horse racing
Sarıyer Belediyesi SK,volleyball
Scotland Run Golf Club,golf
Scotland women's national football team,association football
Shayba Arena,hockey
Shayba Arena,ice hockey
short track speed skating at the 1988 Winter Olympics,short track speed skating
Silvan Dillier,bicycle road cycling
Silvan Dillier,track bike
Skalica Ice Stadium,hockey
Ski jumping at the 1932 Winter Olympics,ski jumping
Ski jumping at the 1948 Winter Olympics,ski jumping
Ski jumping at the 1956 Winter Olympics,ski jumping
Ski jumping at the 1960 Winter Olympics,ski jumping
Ski jumping at the 1994 Winter Olympics,ski jumping
Slovenian women's national road cycling team 1993,road bicycle racing
Slovenian women's national road cycling team 1994,road bicycle racing
Slovenian women's national road cycling team 1995,road bicycle racing
Slovenian women's national road cycling team 1996,road bicycle racing
Slovenian women's national road cycling team 1997,road bicycle racing
Slovenian women's national road cycling team 1998,road bicycle racing
Slovenian women's national road cycling team 1999,road bicycle racing
Slovenian women's national road cycling team 2000,road bicycle racing
Slovenian women's national road cycling team 2001,road bicycle racing
Slovenian women's national road cycling team 2002,road bicycle racing
Songezo Jim,bicycle road cycling
Sonny Colbrelli,bicycle road cycling
South Africa women's national association football team,association football
South Sydney Rabbitohs,rugby league
Spain at the 1954 European Athletics Championships,athletics
Spain at the 2018 FIFA World Cup,association football
Spain women's national football team,association football
Spartans W.F.C.,association football
St Helens RLFC,rugby league
St. George Illawarra Dragons,rugby league
Stadio Olympica,ice hockey
Stefan van Dijk,bicycle road cycling
Sten Stensen,speed skating
Super High Roller Bowl V,poker
Suwon Hyundai Engineering & Construction Hillstate,volleyball
Swedish National Road Race Championships,road bicycle racing
Swimrun,swimming
Tamarkuz,horse racing
The Estancia Club,golf
The Netherlands at the football World Cup 2004,association football
The Women's Tour,road bicycle racing
Tiburón Golf Club,golf
Tiger Stadium,baseball
Toronto Golf Club,golf
Tour de Kumano,road bicycle racing
Tour of Cappadocia,road bicycle racing
Tour of Zhoushan Island II,road bicycle racing
TPC of Louisiana,golf
Trabrennbahn Gelsenkirchen,harness racing
Trafford Training Centre,association football
Trinity Meadows Race Track,horse racing
Ukraine women's national football team,association football
Uruguay at the 2018 FIFA World Cup,association football
Vaal de Grace Golf Estate,golf
Vaillant Arena,ice hockey
Vikingskipet,bandy
Volksbank Arena,ice hockey
Volley Bergamo,volleyball
Waverley Park,cricket
Wests Tigers,rugby league
Widnes Vikings,rugby league
Wigan Warriors,rugby league
World Chess Championship 1927,chess
World Chess Championship 1929,chess
World Chess Championship 1958,chess
WWE United Kingdom Championship Tournament,professional wrestling
Zimní stadion Hradec Králové,ice hockey
